name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,bug
org.apache.lucene.document.Document,14,1,0,23,35,0,22,1,14,0.5,341,0.5,0,0.0,0.428571429,0,0,23.21428571,5,2.5714,0.04360673949122429,-0.014278942719101906,0.047186512500047684,-0.028540372848510742,-0.048588622361421585,-0.043139517307281494,-0.020374173298478127,0.02354797162115574,-0.001209694193676114,0.04611756280064583,0.015546071343123913,0.01873883605003357,0.014981746673583984,0.04074324294924736,-0.01198357343673706,0.03703669458627701,-0.04768356680870056,0.014605432748794556,-0.0034083486534655094,0.0022612870670855045,1
org.apache.lucene.analysis.standard.StandardTokenizerConstants,1,1,0,3,1,0,3,0,0,2.0,87,0.0,0,0.0,0.0,0,0,68.0,0,0.0,0.007922625169157982,-0.038586586713790894,0.03692043572664261,0.0065611302852630615,0.03937598317861557,0.022265220060944557,-0.02196935936808586,0.018763404339551926,-0.003192424774169922,-0.049281246960163116,0.04121065139770508,0.04824686795473099,0.048266954720020294,-0.018999021500349045,-0.04224811866879463,0.024138521403074265,-0.03827740624547005,0.04266025871038437,0.013801252469420433,0.02801668643951416,0
org.apache.lucene.queryParser.QueryParserTokenManager,36,1,0,5,52,282,1,4,7,0.720300752,2855,0.210526316,1,0.0,0.405714286,0,0,77.77777778,102,7.0556,-0.02950555644929409,-0.020960604771971703,0.03196942061185837,0.029000913724303246,-0.04930200055241585,0.006239819340407848,-0.0020030320156365633,0.004068434238433838,0.03538920730352402,-0.03586461395025253,0.04820563644170761,-0.04728779196739197,0.03109798952937126,0.04748166725039482,-0.01912810280919075,-0.04696420580148697,0.030920445919036865,-0.04481930658221245,-0.0414762869477272,-0.004148143343627453,1
org.apache.lucene.search.SloppyPhraseScorer,2,3,0,8,11,0,2,6,0,0.0,106,1.0,0,0.952380952,0.571428571,1,1,51.5,1,0.5,0.013897806406021118,-0.010389357805252075,-0.043493080884218216,0.04011587053537369,-0.009873485192656517,-0.04846156761050224,-0.032760024070739746,-0.019729305058717728,0.01977173611521721,0.025192905217409134,0.030430054292082787,-0.03385130316019058,0.003444188740104437,-0.013876408338546753,-0.026045983657240868,0.03490636497735977,0.019759833812713623,-0.015532535500824451,-0.041384536772966385,-0.025703931227326393,1
org.apache.lucene.index.TermEnum,6,1,5,25,8,15,24,1,6,2.0,21,0.0,0,0.0,0.583333333,0,0,2.5,1,0.8333,0.034465204924345016,-0.04324270039796829,0.018938397988677025,-0.019781172275543213,-0.02771528996527195,-0.005217903759330511,-0.03281490132212639,0.0429205484688282,-0.034389667212963104,-0.04480273276567459,0.02883129194378853,0.022320037707686424,0.023657280951738358,0.012134706601500511,-0.018627535551786423,-0.025586504489183426,0.008860772475600243,0.041732825338840485,-0.02826138213276863,-0.011912214569747448,0
org.apache.lucene.search.MultiSearcherThread,6,2,0,12,12,1,1,11,6,0.64,173,1.0,6,0.921568627,0.35,0,0,26.16666667,6,1.5,0.0013915837043896317,0.024821793660521507,0.03849154710769653,-0.0057211159728467464,0.0216171033680439,-0.029071897268295288,-0.004020953085273504,0.040500253438949585,-0.01180032454431057,-0.04831727594137192,0.028896301984786987,-0.019649112597107887,-0.006114363670349121,0.04990258812904358,-0.011281752958893776,-0.023785322904586792,-0.026646936312317848,0.03490445017814636,-0.028544360771775246,0.010568315163254738,0
org.apache.lucene.index.TermVectorsWriter,15,1,0,13,54,41,2,11,10,0.804761905,675,0.533333333,5,0.0,0.237037037,0,0,43.0,3,1.2,-0.013760429807007313,-0.030392497777938843,0.04079960659146309,-0.0365082249045372,-0.008100366219878197,-0.01631881669163704,0.0324435718357563,-0.031387168914079666,0.01697753742337227,0.010237622074782848,-0.020395081490278244,-0.04121345281600952,-0.04018862918019295,0.01752825453877449,-0.047806382179260254,0.028533989563584328,-0.014562142081558704,-0.04586530476808548,-0.02568059042096138,0.03872135281562805,0
org.apache.lucene.index.FieldsReader,5,1,0,10,36,2,1,9,0,0.625,319,1.0,3,0.0,0.333333333,0,0,62.0,1,0.8,0.0024188340175896883,-0.03530014678835869,-0.041347045451402664,0.0302109532058239,-0.04175245016813278,-0.02789892628788948,0.02790062502026558,-0.0024317563511431217,-0.015271824784576893,-0.02597188390791416,-0.005989736411720514,0.02635858580470085,-0.029732197523117065,-0.024885868653655052,-0.02474311552941799,-0.02378174103796482,-0.039900463074445724,-0.04878232628107071,0.0379108302295208,0.039983756840229034,1
org.apache.lucene.store.FSIndexInput,8,3,0,3,19,12,2,2,4,0.666666667,125,0.666666667,1,0.75,0.3,2,8,14.25,1,0.875,0.03940735384821892,0.029334377497434616,1.043081283569336e-06,-0.01814337447285652,-0.03612152859568596,0.023843079805374146,0.007264894433319569,-0.013065928593277931,0.03918903321027756,-0.02024807408452034,-0.04574493318796158,-0.011277353391051292,0.000625735498033464,-0.03319627791643143,-0.027433078736066818,-0.042498886585235596,0.0461493656039238,0.037120141088962555,-0.0014762163627892733,0.036838315427303314,0
org.apache.lucene.search.Query,13,1,13,45,39,72,42,7,12,0.833333333,249,1.0,0,0.0,0.230769231,0,0,18.07692308,9,1.8462,-0.043637413531541824,0.010650807991623878,-0.004367721267044544,-0.04659544304013252,-0.047140710055828094,-0.007053589913994074,0.022162044420838356,0.018520355224609375,-0.0324934646487236,-0.03436533734202385,-0.024997061118483543,-0.011434221640229225,-0.03625143691897392,-0.048016589134931564,-0.01371814589947462,-0.04181420058012009,-0.030194377526640892,-0.028354644775390625,-0.0117206871509552,-0.008534985594451427,0
org.apache.lucene.search.RangeQuery,9,2,0,9,32,0,1,8,9,0.291666667,340,1.0,2,0.6,0.259259259,2,3,36.44444444,11,3.0,0.03692891448736191,-0.03362583369016647,0.027922403067350388,-0.04761112481355667,-0.0040222941897809505,-0.04344368726015091,-0.02549336478114128,0.04644613340497017,-0.009291308932006359,0.01457213144749403,0.045356400310993195,0.04469066113233566,-0.04104217141866684,-0.015061569400131702,0.04943303018808365,0.025522153824567795,-0.007940435782074928,-0.04346010833978653,0.014807581901550293,-0.033379487693309784,0
org.apache.lucene.search.PrefixQuery,6,2,0,9,28,0,1,8,6,0.0,147,1.0,1,0.705882353,0.333333333,2,3,23.33333333,4,1.5,-0.04004104807972908,-0.03818948194384575,0.014616286382079124,-0.013973611406981945,-0.03464760258793831,-0.04064131900668144,0.04154589772224426,0.009952443651854992,-0.04664008691906929,-0.023963581770658493,0.015683691948652267,-0.023566031828522682,0.026404213160276413,-0.02116720750927925,0.013208979740738869,-0.04022843763232231,0.03104943037033081,0.024094443768262863,0.003935962915420532,0.015067237429320812,0
org.apache.lucene.analysis.standard.StandardTokenizer,15,3,0,9,29,15,1,8,11,0.6,523,0.7,3,0.214285714,0.285714286,1,1,33.2,10,1.7333,0.030582468956708908,0.002324038650840521,-0.010474473237991333,0.003865861799567938,0.049179792404174805,-0.03562267869710922,-0.007762270979583263,-0.01179270725697279,0.02433003857731819,0.03225019574165344,-0.020660197362303734,0.018118346109986305,-0.022405635565519333,0.016352331265807152,0.040842365473508835,0.01814303919672966,-0.022864054888486862,-0.01504582166671753,0.03933202475309372,0.04802030324935913,0
org.apache.lucene.search.TopDocs,3,1,1,14,4,0,13,1,2,0.666666667,25,0.333333333,1,0.0,0.583333333,0,0,6.333333333,1,0.6667,0.015341144986450672,0.029063070192933083,-0.044196855276823044,0.04562373831868172,0.03409741446375847,0.04255221411585808,-0.041131310164928436,0.030877698212862015,0.03314535692334175,-0.00678821187466383,-0.031469326466321945,0.026633400470018387,-0.0342978909611702,-0.026616770774126053,0.017558449879288673,0.04040486365556717,0.04346346855163574,-0.02202657423913479,-0.04594384878873825,0.04803847149014473,0
org.apache.lucene.analysis.Tokenizer,3,2,3,4,5,1,3,1,1,0.5,17,1.0,0,0.666666667,0.666666667,0,0,4.333333333,1,0.3333,0.03269420191645622,0.017683017998933792,0.02330835536122322,-0.03716055303812027,-0.006932497024536133,-0.028913211077451706,0.03400523588061333,0.039133213460445404,-0.02137010730803013,0.005768286995589733,0.025547021999955177,0.009047424420714378,0.00392957916483283,-0.03370080143213272,0.049163393676280975,-0.036298513412475586,-0.030168771743774414,-0.02833040989935398,-0.031739819794893265,-0.01745530404150486,0
org.apache.lucene.LucenePackage,3,1,0,0,8,3,0,0,1,1.0,27,0.0,0,0.0,0.333333333,0,0,7.666666667,2,1.0,0.03655882924795151,0.025351310148835182,0.03378846496343613,0.0038143277633935213,0.03175445273518562,-0.017026830464601517,-0.004732006695121527,0.02884286642074585,-0.03760818764567375,-0.01968051865696907,-0.03755791112780571,-0.004650211427360773,0.04769059270620346,-0.03659583255648613,-0.01166884321719408,-0.009688705205917358,0.04038718342781067,-0.029654478654265404,0.00022581219673156738,-0.023768668994307518,0
org.apache.lucene.util.BitVector,9,1,0,5,18,0,2,3,8,0.5,1224,1.0,0,0.0,0.5,0,0,134.5555556,3,1.0,0.009001153521239758,0.03523045778274536,0.014723491854965687,-0.034904249012470245,0.03856338933110237,-0.029944634065032005,0.044988542795181274,0.014796024188399315,-0.020076464861631393,-0.023444969207048416,-0.02208361029624939,-0.030732285231351852,0.04689370468258858,-0.013247978873550892,0.0388621985912323,-0.04840167611837387,0.01054395455867052,-0.006168073508888483,0.037721145898103714,-0.045273005962371826,1
org.apache.lucene.util.Parameter,6,1,5,5,18,5,5,0,1,0.6,88,0.5,0,0.0,0.7,0,0,13.33333333,1,0.5,0.04288078472018242,-0.046109963208436966,0.03624340146780014,0.026819169521331787,0.006467974279075861,-0.02599877119064331,-0.020893264561891556,-0.016783898696303368,0.008041435852646828,0.007933521643280983,0.03694121912121773,0.049887966364622116,0.04433668777346611,-0.02003224566578865,0.04822695255279541,-0.0031477033626288176,0.024327164515852928,0.012745082378387451,-0.003149050520732999,0.01833723857998848,0
org.apache.lucene.store.RAMDirectory,16,2,0,10,41,10,2,9,15,0.133333333,257,0.0,0,0.5,0.375,0,0,15.0,2,0.875,0.04315029829740524,0.03388906642794609,0.015097195282578468,0.024167263880372047,0.0005609512445516884,0.04712340235710144,0.035106439143419266,-0.049268633127212524,-0.02216610312461853,-0.006450557615607977,0.01523861289024353,-0.021619761362671852,0.007245832588523626,-0.03922949358820915,0.013890367932617664,0.023513460531830788,0.02468656376004219,-0.01587850973010063,-0.04213520139455795,-0.046103090047836304,1
org.apache.lucene.search.spans.SpanQuery,5,2,5,15,7,10,10,6,4,2.0,14,0.0,0,0.75,0.466666667,1,1,1.8,1,0.8,0.004932480864226818,0.04901185631752014,0.0464772991836071,0.03854033350944519,-0.030852634459733963,0.04991992563009262,0.029244935140013695,0.045363329350948334,-0.009975994005799294,0.016749680042266846,0.034167785197496414,-0.01946878433227539,0.033214252442121506,0.012814313173294067,0.046568650752305984,-0.01517902035266161,-0.015546846203505993,0.03107694908976555,-0.04539122432470322,-0.03626995533704758,0
org.apache.lucene.index.MultipleTermPositions,10,1,0,8,33,25,1,7,10,0.722222222,178,1.0,2,0.0,0.228571429,0,0,16.4,1,0.9,0.04322722554206848,-0.0014164149761199951,0.028181541711091995,0.046064477413892746,0.020551234483718872,-0.03560195118188858,-0.009629148058593273,0.004890126176178455,0.01017038244754076,0.014771074056625366,0.047246795147657394,0.022005503997206688,0.049569498747587204,-0.043288517743349075,-0.028772080317139626,0.009931528940796852,0.018280863761901855,-0.004955899901688099,-0.0345582440495491,-0.016058314591646194,1
org.apache.lucene.index.MultiTermEnum,5,2,0,6,20,0,1,5,5,0.5,141,1.0,2,0.555555556,0.4,1,2,26.6,1,0.8,0.030867934226989746,0.015371459536254406,0.042746178805828094,-0.017578959465026855,-0.04447416588664055,0.006666094064712524,-0.044937342405319214,0.030213868245482445,0.04221286624670029,0.002510255668312311,0.0385124571621418,0.04268619418144226,0.02100355550646782,0.027074862271547318,0.045642953366041183,0.005735659506171942,-0.04125477746129036,-0.04162898659706116,-0.008913934230804443,-0.0031293928623199463,0
org.apache.lucene.queryParser.QueryParser,52,1,1,30,129,888,1,29,32,0.873873874,2830,0.648648649,11,0.0,0.132730015,0,0,52.71153846,23,2.6731,0.019957488402724266,0.012018417939543724,0.020689254626631737,-0.02035214938223362,0.048790186643600464,0.034446604549884796,0.020568668842315674,0.04474444314837456,-0.04196881502866745,0.004670435097068548,0.044461049139499664,-0.004695677664130926,-0.03368937969207764,-0.011343908496201038,-0.013942080549895763,-0.012491131201386452,-0.009220915846526623,0.036413341760635376,-0.001502346945926547,0.021211689338088036,1
org.apache.lucene.analysis.SimpleAnalyzer,2,2,0,4,4,1,1,3,2,2.0,10,0.0,0,0.666666667,0.666666667,0,0,4.0,1,0.5,0.0470435805618763,0.021765530109405518,-0.025727396830916405,0.02733546495437622,-0.014395957812666893,-0.03196970373392105,0.03503900766372681,-0.04626966640353203,-0.005653285887092352,-0.00692670326679945,-0.04207973554730415,-0.0055119991302490234,0.02798628807067871,-0.026338260620832443,-0.03513067960739136,0.031001340597867966,-0.017132198438048363,-0.039097778499126434,0.001466852379962802,-0.0002490103361196816,0
org.apache.lucene.search.FieldDocSortedHitQueue,5,2,0,6,21,0,3,3,0,0.375,274,0.0,1,0.733333333,0.5,1,3,53.4,18,5.0,0.04885146766901016,0.04082556813955307,0.006404859013855457,0.02548789419233799,0.007040643598884344,-0.03227580711245537,-0.007140255067497492,0.03224582597613335,-0.023086529225111008,-0.01996532641351223,0.024622023105621338,0.013565492816269398,-0.00923987664282322,-0.014384716749191284,0.030053656548261642,-0.028583694249391556,-0.016183514147996902,-0.03243912383913994,-0.021173160523176193,-0.04290497303009033,0
org.apache.lucene.search.HitCollector,2,1,6,21,3,1,21,0,2,2.0,5,0.0,0,0.0,0.666666667,0,0,1.5,1,0.5,-0.00788826309144497,0.0016068577533587813,-0.02070314809679985,-0.03841344267129898,-0.0075400411151349545,0.012348974123597145,-0.004440134856849909,0.027668308466672897,-0.013714885339140892,0.011300325393676758,0.027278970927000046,0.04172976687550545,-0.007268703076988459,-0.04604071378707886,0.021852761507034302,0.002858924912288785,0.037209540605545044,-0.00406641373410821,-0.013192069716751575,-0.04376504570245743,0
org.apache.lucene.analysis.WhitespaceTokenizer,2,4,0,2,4,1,1,1,1,2.0,13,0.0,0,0.857142857,0.666666667,1,1,5.5,2,1.0,-0.04469052702188492,0.0026411176659166813,-0.044969093054533005,0.04184914380311966,-0.02146768569946289,-0.03310249000787735,-0.006918853614479303,-0.005568373017013073,0.03766512870788574,0.04554762318730354,-0.001753860735334456,0.013467890210449696,0.023685986176133156,0.0007137715583667159,-0.028900008648633957,-0.0029720962047576904,0.010914874263107777,0.041508566588163376,-0.01796162687242031,-0.049227725714445114,0
org.apache.lucene.search.spans.SpanNotQuery,13,3,0,6,31,0,1,6,11,0.375,218,1.0,2,0.571428571,0.208791209,2,2,15.61538462,6,1.3077,-0.04551420733332634,-0.001739591360092163,-0.0392865315079689,0.025156205520033836,-0.031984277069568634,-0.029764186590909958,0.025354553014039993,-0.040798842906951904,0.007276010699570179,-0.03619770333170891,0.049312107264995575,0.043168794363737106,0.008844763040542603,0.028942519798874855,0.022981077432632446,-0.02995891496539116,0.048784732818603516,-0.04841103032231331,0.04024628922343254,0.013781899586319923,0
org.apache.lucene.analysis.standard.StandardFilter,3,3,0,5,17,1,1,4,2,0.5,98,1.0,0,0.75,0.75,0,0,31.0,1,0.3333,0.01113506592810154,-0.03766747564077377,0.028141777962446213,-0.02500057779252529,-0.01635543629527092,-0.009163087233901024,0.04108133167028427,0.01123203057795763,-0.004538231994956732,-0.014226377010345459,-0.01055973768234253,-0.006429010536521673,-0.025414597243070602,-0.020641660317778587,0.0009372234344482422,0.022773344069719315,0.008980721235275269,0.03451341390609741,0.0031985759269446135,-0.016121644526720047,0
org.apache.lucene.search.TermQuery,8,2,0,14,22,0,9,6,6,0.142857143,100,1.0,1,0.631578947,0.232142857,2,2,11.375,4,1.375,-0.019719595089554787,0.00576826324686408,0.014001739211380482,-0.0076319752261042595,-0.04085257649421692,-0.02959011122584343,0.004096478223800659,-0.01973128877580166,-0.047152239829301834,-0.003874874208122492,0.03316634148359299,0.02989422157406807,-0.04958629608154297,0.015592915005981922,-0.029936503618955612,-0.04590945318341255,0.000851064920425415,-0.0018481016159057617,-0.034859996289014816,-0.03140028566122055,1
org.apache.lucene.analysis.CharTokenizer,4,3,2,4,8,4,2,2,2,0.857142857,122,1.0,0,0.5,0.583333333,0,0,27.75,1,0.75,0.03207716345787048,-0.044755708426237106,-0.036727361381053925,-0.008755719289183617,0.008490043692290783,-0.005171102471649647,-0.02602136693894863,0.0328962579369545,0.043914057314395905,-0.037060488015413284,0.049027830362319946,0.03683323785662651,-0.037303626537323,-0.009499788284301758,0.02126019075512886,0.035298027098178864,-0.018318433314561844,-0.03486540913581848,0.023624176159501076,-0.045193035155534744,0
org.apache.lucene.document.DateTools,8,1,0,1,29,16,0,1,6,0.142857143,330,1.0,0,0.0,0.314285714,0,0,40.125,8,2.5,0.03597668930888176,0.038241468369960785,-0.004023236222565174,0.018299799412488937,-0.025617878884077072,0.00955340825021267,0.02269134484231472,0.04943331331014633,-0.015937447547912598,0.014196669682860374,-0.02868174947798252,-0.011052829213440418,0.040625475347042084,-0.019523287191987038,-0.00594289880245924,-0.04642487317323685,-0.047383882105350494,0.04441383481025696,-0.028514612466096878,0.025263959541916847,0
